0x00100008 0x00100218 _start
0x00157e90 0x00158010 reqVbgReadCallBack
0x00158010 0x001580c4 getVbgFileSize
0x001580d0 0x0015829c regVbgFile
0x001582a0 0x00158328 searchVbgDataHeader
0x00158330 0x00158518 getVbgDataHeader
0x00158520 0x001587a0 getVbgFileHeader
0x001587a0 0x00158818 initVbgFileSystem
0x00158820 0x00158884 Anime2D_SetParticle
0x00158890 0x0015889c InitANIME2D_PARTICLE_SYS
0x001588a0 0x00158a2c GetBuilBoardAngle_QV
0x00158a30 0x00158ba8 Get2DRotAnimNo
0x00158bb0 0x00158fd4 DrawAniGroup
0x00158fe0 0x001596a4 Anime2D_RUN
0x001596b0 0x00159750 Anime2D_Play
0x00159750 0x001597f0 Random
0x001597f0 0x00159898 RotXYPos
0x001598a0 0x00159954 Get2PosRot
0x00159960 0x00159a50 GetVectorRot
0x00159a50 0x00159ad0 RotMendPai
0x00159ad0 0x00159b34 GetTwoPosDistance
0x00159b40 0x00159ccc SpCompleteMatrix
0x00159cd0 0x00159fec GetLocalPivotMatrix
0x00159ff0 0x0015a2cc GetGlobalMatrixParallel
0x0015a2d0 0x0015a2f4 GetGlobalMatrix
0x0015a300 0x0015a658 GetGlobalMatrixManual
0x0015a660 0x0015a668 MGP2_SeamlessRun
0x0015a670 0x0015a6b0 SetMotRetIntback
0x0015a6b0 0x0015a6f0 SetMotRetCallback
0x0015a6f0 0x0015a7f0 RunMotRet
0x0015a7f0 0x0015a82c AllClearMotRet
0x0015a830 0x0015a8c8 ClearMotRet
0x0015a8d0 0x0015aab0 GetCompleteMatrix
0x0015aab0 0x0015ac50 GetPivotPosRot
0x0015ac50 0x0015adac Get_Lagrange_Motion
0x0015adb0 0x0015adec nomal_line
0x0015adf0 0x0015b370 Run_Motion
0x0015b370 0x0015b740 Add_Function_MOTO
0x0015b740 0x0015b7b0 Add_Function
0x0015b7b0 0x0015bb70 Set_Motion
0x0015bb70 0x0015bbb0 GetMotion
0x0015bbb0 0x0015bc24 SP_MOTION_RUN
0x0015bc30 0x0015bca8 SP_MOTION_Free
0x0015bcb0 0x0015bdd0 SP_MOTION_FORMAT
0x0015bdd0 0x0015cdfc RunMotCnt_MoveAUTO
0x0015ce00 0x0015cfbc SetMotCnt_MoveAUTO
0x0015cfc0 0x0015d000 RunMotionControl
0x0015d000 0x0015d00c MotionControlFormat
0x0015d010 0x0015d074 GetDistance
0x0015d080 0x0015d198 MovementRun
0x0015d1a0 0x0015d228 GetSpToMovementPointer
0x0015d230 0x0015d23c MovementFormat
0x0015d240 0x0015d8d8 RunPosLookRot
0x0015d8e0 0x0015d904 SetPosLookRot
0x0015d910 0x0015da44 RunMoveJump
0x0015da50 0x0015da90 SetMoveJump
0x0015da90 0x0015daf8 RunPos2Speed
0x0015db00 0x0015dbf4 SetPos2Speed
0x0015dc00 0x0015dd10 RunMoveVector
0x0015dd10 0x0015ddfc RunMoveInfinite
0x0015de00 0x0015de30 SetMoveInfinite
0x0015de30 0x0015dee0 RunMoveGravity
0x0015dee0 0x0015df0c SetMoveGravity
0x0015df10 0x0015e27c RunMoveCircle
0x0015e280 0x0015e2ec SetMoveCircle
0x0015e2f0 0x0015e4c0 RunMoveLoopAB
0x0015e4c0 0x0015e4f4 SetMoveLoopAB
0x0015e500 0x0015eb1c RunMoveLagrange
0x0015eb20 0x0015ecb8 SetMoveLagrange
0x0015ecc0 0x0015f0ac RunMoveDirection
0x0015f0b0 0x0015f0f8 SetMoveDirection
0x0015f100 0x0015f840 RunSPLookRot
0x0015f840 0x0015f874 SetSPLookRot
0x0015f880 0x0015ffd8 RunLookRot
0x0015ffe0 0x00160030 SetLookRot
0x00160030 0x00160268 RunMoveLine
0x00160270 0x00160370 SetMoveLine
0x00160370 0x001605cc SpJ_RunDraw3D
0x001605d0 0x00160678 SpJ_RunDraw2D
0x00160680 0x00160774 SpJ_SetAfterImage
0x00160780 0x00160788 SpJ_SetCod3d
0x00160790 0x00160798 SpJ_SetCod2d
0x001607a0 0x00160800 SpJ_FreeJointSp
0x00160800 0x001608cc SpJ_SetJointSp
0x001608d0 0x001609a0 SpJ_SpJointFree
0x001609a0 0x00160a0c SpJ_SpJointInit
0x00160a10 0x00160ae0 SpJ_GetSpJointDat
0x00160ae0 0x00160b38 SpJ_GetSysMode
0x00160b40 0x00160bf4 SpJ_Free
0x00160c00 0x00160cd4 SpJ_Safety
0x00160ce0 0x00160de0 SpJ_Get
0x00160de0 0x00160e3c SpM_Init
0x00160e40 0x001613f4 CollisionFan
0x00161400 0x0016140c CollisionSystemRun
0x00161410 0x00161458 CollisionSpFormat
0x00161460 0x00161468 MkDebugPrint
0x00161470 0x001614a8 RA_Arts2Up
0x001614b0 0x001614d4 RA_AddressArts2Up
0x001614e0 0x001616c0 SoundEffect3D
0x001616c0 0x001616f0 SP_SYSTEM_RUN
0x001616f0 0x00161cec SP_SYSTEM_Start
0x00161cf0 0x00161e4c SpFormatSpData
0x00161e50 0x00162170 SP_SYSTEM_FORMAT
0x00162170 0x001623f4 IntToBigWord
0x00162400 0x00162490 GetWordByte
0x00162490 0x0016256c WindowClear
0x00162570 0x00162610 MkWindowMoveAlpha
0x00162610 0x001626c0 MkWindowMoveSize
0x001626c0 0x0016279c MkWindowStateSet
0x001627a0 0x001629f4 MkWindowSetEX
0x00162a00 0x00162bb4 MkWindowSet
0x00162bc0 0x00162c68 MkWindowGetID
0x00162c70 0x00162cd8 MkWindowSearch
0x00162ce0 0x00162dd8 MkWindowTranTxtTrimming
0x00162de0 0x001640b0 RunFontSystem
0x001640b0 0x001641a4 MkFontTxtNumGet
0x001641b0 0x001642cc MkFontTxtTimeGet
0x001642d0 0x001643fc MkFontTxtSpeedChage
0x00164400 0x00165058 MkFontPrint
0x00165060 0x001651f8 WindowWordFree
0x00165200 0x00165260 GetFreeFONT_WORD_DAT
0x00165260 0x0016529c ClearFONT_WORD_DAT
0x001652a0 0x00165474 FontWindowClear
0x00165480 0x001656dc InitFontSystem
0x001656e0 0x00165720 FW_GetFontSizeMax
0x00165720 0x00165800 FW_CheckFont
0x00165800 0x00165edc FW_MakeFontFrame
0x00165ee0 0x00165f20 FW_FreeFont1
0x00165f20 0x0016601c FW_EntryFont1
0x00166020 0x001660cc FW_LoadImage
0x001660d0 0x001661a0 FW_Init
0x001661a0 0x00168d6c STCM2_Run
0x00168d70 0x001693b4 GetFunctionVariable
0x001693c0 0x001694ac STCM2_GetExportPointer
0x001694b0 0x00169510 STCM2_SearchStartName
0x00169510 0x00169678 STCM2_SearchStart
0x00169680 0x001696e8 STCM2_Start
0x001696f0 0x00169714 GetSpP_MySelfOrSpPNo_int
0x00169720 0x00169760 GetSpP_MySelfOrSpPNo
0x00169760 0x001697c4 STCM2_Format
0x001697d0 0x00169818 STCM2_ending_check_bg_set
0x00169820 0x00169874 STCM2_ending_check_flag_set
0x00169880 0x001698f0 STCM2_distribute_mode
0x001698f0 0x00169944 STCM2_result_txt_set
0x00169950 0x001699a4 STCM2_result_scrirpt_set
0x001699b0 0x00169a28 STCM2_result_data_set
0x00169a30 0x00169a70 STCM2_result_mode
0x00169a70 0x00169ab8 STCM2_minigame_challenge_clearflag_set
0x00169ac0 0x00169b08 STCM2_minigame_challenge_openflag_set
0x00169b10 0x00169b70 STCM2_minigame_bonus_cg_set
0x00169b70 0x00169bc4 STCM2_minigame_result_get
0x00169bd0 0x00169c24 STCM2_minigame_selchara_get
0x00169c30 0x00169c70 STCM2_bat_mode
0x00169c70 0x00169cb0 STCM2_run_mode
0x00169cb0 0x00169cf0 STCM2_card_mode
0x00169cf0 0x00169d30 STCM2_catch_mode
0x00169d30 0x00169d70 STCM2_mogura_mode
0x00169d70 0x00169ddc STCM2_chara_txt_set
0x00169de0 0x00169e20 STCM2_routeend
0x00169e20 0x00169e68 STCM2_route
0x00169e70 0x00169eb4 STCM2_restoff_win
0x00169ec0 0x00169f04 STCM2_restrict_win
0x00169f10 0x00169f54 STCM2_restoff_txt
0x00169f60 0x00169fa4 STCM2_restrict_txt
0x00169fb0 0x00169ff4 STCM2_restoff_menu
0x0016a000 0x0016a044 STCM2_restrict_menu
0x0016a050 0x0016a098 STCM2_tenkey_ng_text_set
0x0016a0a0 0x0016a0e8 STCM2_tenkey_ok_text_set
0x0016a0f0 0x0016a170 STCM2_tenkey_mode
0x0016a170 0x0016a18c STCM2_file_proc
0x0016a190 0x0016a1ac STCM2_file_scrirpt_set
0x0016a1b0 0x0016a1cc STCM2_file_bg_set
0x0016a1d0 0x0016a1ec STCM2_file_txt_set
0x0016a1f0 0x0016a20c STCM2_file_bg_entry
0x0016a210 0x0016a22c STCM2_file_make
0x0016a230 0x0016a2bc STCM2_timelimit_set
0x0016a2c0 0x0016a334 STCM2_time_change
0x0016a340 0x0016a3a0 STCM2_time_backnum
0x0016a3a0 0x0016a450 STCM2_time_set
0x0016a450 0x0016a4c0 STCM2_start_timeset
0x0016a4c0 0x0016a518 STCM2_map_mark_pos_set
0x0016a520 0x0016a53c STCM2_map_bgset
0x0016a540 0x0016a5a0 STCM2_map_pos_commentset
0x0016a5a0 0x0016a5f8 STCM2_map_pos_stateset
0x0016a600 0x0016a61c STCM2_map_pos_iconset
0x0016a620 0x0016a660 STCM2_map_selmode
0x0016a660 0x0016a6cc STCM2_map_pos_dataset
0x0016a6d0 0x0016a7b0 STCM2_flag_cmp
0x0016a7b0 0x0016a82c STCM2_rand
0x0016a830 0x0016a85c STCM2_cdmode_check
0x0016a860 0x0016a8c0 STCM2_spflag_number
0x0016a8c0 0x0016a918 STCM2_spflag_change
0x0016a920 0x0016a978 STCM2_spflag_set
0x0016a980 0x0016a9d8 STCM2_spflag_make
0x0016a9e0 0x0016aa40 STCM2_flag_number
0x0016aa40 0x0016aa98 STCM2_flag_change
0x0016aaa0 0x0016aaf8 STCM2_flag_set
0x0016ab00 0x0016ab58 STCM2_flag_make
0x0016ab60 0x0016acd0 STCM2_ezeffect_scenechange2
0x0016acd0 0x0016ae30 STCM2_ezeffect_scenechange
0x0016ae30 0x0016aef4 STCM2_effect_pt_target2
0x0016af00 0x0016afc4 STCM2_effect_pt_target1
0x0016afd0 0x0016b090 STCM2_effect_pt_vector2
0x0016b090 0x0016b15c STCM2_effect_pt_vector1
0x0016b160 0x0016b284 STCM2_effect_pt_make
0x0016b290 0x0016b2d8 STCM2_effect_make
0x0016b2e0 0x0016b320 STCM2_strse_waitcut
0x0016b320 0x0016b4b8 STCM2_strse_play
0x0016b4c0 0x0016b544 STCM2_movie_play
0x0016b550 0x0016b634 STCM2_loopse_stop
0x0016b640 0x0016b72c STCM2_loopse_play
0x0016b730 0x0016b8c8 STCM2_voice_play
0x0016b8d0 0x0016b9d4 STCM2_se_stop
0x0016b9e0 0x0016baec STCM2_se_play
0x0016baf0 0x0016bbac STCM2_bgm_stop
0x0016bbb0 0x0016bc74 STCM2_bgm_play
0x0016bc80 0x0016bd94 STCM2_blackout_flash
0x0016bda0 0x0016be64 STCM2_blackout_end
0x0016be70 0x0016bf80 STCM2_blackout_start
0x0016bf80 0x0016c11c STCM2_effect_play
0x0016c120 0x0016c25c STCM2_ezbg_change
0x0016c260 0x0016c2bc STCM2_target_lap_set
0x0016c2c0 0x0016c350 STCM2_target_count_set
0x0016c350 0x0016c488 STCM2_target_rgb_set
0x0016c490 0x0016c574 STCM2_target_shake_set
0x0016c580 0x0016c6b8 STCM2_target_angle_set
0x0016c6c0 0x0016c7f8 STCM2_target_point_set
0x0016c800 0x0016c93c STCM2_camera_set
0x0016c940 0x0016ca58 STCM2_bg_print_change
0x0016ca60 0x0016cab4 STCM2_bonus_scenario_openflag
0x0016cac0 0x0016cb24 STCM2_bonus_stcm
0x0016cb30 0x0016cb94 STCM2_prologue_stcm
0x0016cba0 0x0016cc00 STCM2_txtwin_proc
0x0016cc00 0x0016cc48 STCM2_txtwin_type
0x0016cc50 0x0016cccc STCM2_infor_win
0x0016ccd0 0x0016cd10 STCM2_menu_nowait
0x0016cd10 0x0016cd68 STCM2_save_name
0x0016cd70 0x0016cdb0 STCM2_game_end
0x0016cdb0 0x0016cdf8 STCM2_txtwaitset
0x0016ce00 0x0016ce64 STCM2_start_mapstcm
0x0016ce70 0x0016ced4 STCM2_mapstcm_change
0x0016cee0 0x0016cf44 STCM2_start_stcm
0x0016cf50 0x0016cfb4 STCM2_file_change
0x0016cfc0 0x0016d018 STCM2_thread_change
0x0016d020 0x0016d0a8 STCM2_menu_set
0x0016d0b0 0x0016d1c8 STCM2_menutxt_set
0x0016d1d0 0x0016d254 STCM2_speaker_change
0x0016d260 0x0016d2f8 STCM2_batch
0x0016d300 0x0016d3c0 STCM2_maintxt_print
0x0016d3c0 0x0016d7ac STCM2_ezchara_move
0x0016d7b0 0x0016dba4 STCM2_ezchara_del
0x0016dbb0 0x0016dfa4 STCM2_ezchara_dis
0x0016dfb0 0x0016e3e4 STCM2_ezchara_app
0x0016e3f0 0x0016ea10 STCM2_ezchara_nextstate
0x0016ea10 0x0016ee7c STCM2_ezchara_stateset
0x0016ee80 0x0016eff4 STCM2_trchara_count
0x0016f000 0x0016f170 STCM2_trchara_color_b
0x0016f170 0x0016f2e0 STCM2_trchara_color_g
0x0016f2e0 0x0016f450 STCM2_trchara_color_r
0x0016f450 0x0016f624 STCM2_trchara_anime
0x0016f630 0x0016f738 STCM2_trchara_index
0x0016f740 0x0016f910 STCM2_trchara_emotion
0x0016f910 0x0016fae4 STCM2_trchara_pattern
0x0016faf0 0x0016fc7c STCM2_trchara_rmove
0x0016fc80 0x0016fe04 STCM2_trchara_move
0x0016fe10 0x0016ff84 STCM2_trchara_effect
0x0016ff90 0x0016ffe4 STCM2_trchara_backnum
0x0016fff0 0x001701d8 STCM2_trchara_del_pt
0x001701e0 0x001703c8 STCM2_trchara_up_pt
0x001703d0 0x0017055c STCM2_trchara_del_all
0x00170560 0x001706ec STCM2_trchara_up_all
0x001706f0 0x0017078c STCM2_anime_delay_set
0x00170790 0x0017082c STCM2_anime_srcy_set
0x00170830 0x001708cc STCM2_anime_srcx_set
0x001708d0 0x00170928 STCM2_bonus_cg_comp_entry
0x00170930 0x00170990 STCM2_bonus_cg_spflag_entry
0x00170990 0x001709f0 STCM2_bonus_cg_flag_entry
0x001709f0 0x00170aa0 STCM2_cglib_movie_entry
0x00170aa0 0x00170b00 STCM2_etc_gp_entry
0x00170b00 0x00170b70 STCM2_color_set
0x00170b70 0x00170c0c STCM2_chara_emoanime_set
0x00170c10 0x00170cb4 STCM2_chara_emo_set
0x00170cc0 0x00170d8c STCM2_chara_pt_set
0x00170d90 0x00170de4 STCM2_init_stcm_set
0x00170df0 0x00170e50 STCM2_thum_gp_entry
0x00170e50 0x00170eb0 STCM2_obj_gp_entry
0x00170eb0 0x00170f10 STCM2_system_gp_entry
0x00170f10 0x00170f84 STCM2_anime_entry
0x00170f90 0x00171040 STCM2_cglib_entry
0x00171040 0x00171090 STCM2_movie_entry
0x00171090 0x00171140 STCM2_bg_entry
0x00171140 0x00171188 STCM2_chara_entry
0x00171190 0x001711f0 STCM2_chara_gp_entry
0x001711f0 0x00171268 STCM2_AddMGP2
0x00171270 0x0017133c STCM2_SpJoint_Afterimage
0x00171340 0x001713b4 STCM2_SpJoint_Free
0x001713c0 0x0017143c STCM2_SpJoint_COD3D
0x00171440 0x001714bc STCM2_SpJoint_COD2D
0x001714c0 0x00171540 STCM2_SetBlur3D
0x00171540 0x00171684 STCM2_strcat_Int
0x00171690 0x001716e0 STCM2_strcat
0x001716e0 0x00171730 STCM2_strcpy
0x00171730 0x0017173c STCM2_SelectWindowOpen
0x00171740 0x0017175c STCM2_SelectWindowAdd
0x00171760 0x0017177c STCM2_SelectWindowInit
0x00171780 0x0017179c STCM2_Anime2D_Play
0x001717a0 0x001717bc STCM2_SetMoveController
0x001717c0 0x001717dc STCM2_PlayBGM
0x001717e0 0x00171920 STCM2_UniFileLoadAR2
0x00171920 0x00171e74 STCM2_EaseDraw2D
0x00171e80 0x00171f38 STCM2_Get2PosToRot
0x00171f40 0x00172014 STCM2_Copy2DAnime
0x001720b0 0x00172124 STCM2_SpEnd
0x00172130 0x0017228c STCM2_ChangeSpPos
0x00172290 0x00172304 STCM2_SetSystemFrame
0x00172310 0x001723ac STCM2_AddFloatRandom
0x001723b0 0x00172444 STCM2_GetFloatRandom
0x00172450 0x00172480 STCM2_SetCameraZoom
0x00172480 0x001724f8 STCM2_Del2DParticle
0x00172500 0x001725d0 STCM2_Set2DParticle
0x001725d0 0x001725ec STCM2_SeStop
0x001725f0 0x0017265c STCM2_GetRegisterFloat
0x00172660 0x001726cc STCM2_GetRegisterInt
0x001726d0 0x00172798 STCM2_SetFadeWait
0x001727a0 0x0017281c STCM2_SetFade
0x00172820 0x001728a8 STCM2_SetQuake
0x001728b0 0x001729f8 STCM2_PosRotToPos
0x00172a00 0x00172a88 STCM2_SetMorphAnimation
0x00172a90 0x00172b60 STCM2_WindowOpenEX
0x00172b60 0x00172bbc STCM2_SetParallel
0x00172bc0 0x00172ca4 STCM2_SetSpFlg
0x00172cb0 0x00172dd0 STCM2_SpGroupFlg
0x00172dd0 0x00172e20 STCM2_TextureGroupFormat
0x00172e20 0x00172f68 STCM2_SpGroupEnd
0x00172f70 0x00172fd8 STCM2_SetCameraMode_Motion
0x00172fe0 0x00173078 STCM2_SetRGB
0x00173080 0x001731d0 STCM2_MgsAddMGP2
0x001731d0 0x0017325c STCM2_SoundEffect3D
0x00173260 0x001733a0 STCM2_MGP2_SetTexture
0x001733a0 0x00173428 STCM2_VAAS_GetId
0x00173430 0x001734f4 STCM2_CameraViewFlg
0x00173500 0x0017351c STCM2_SetCollisionGroup
0x00173520 0x00173584 STCM2_MotionProhibition
0x00173590 0x001735f0 STCM2_SetMotCnt_Deletion
0x001735f0 0x0017365c STCM2_SetMotCnt_MovAuto
0x00173660 0x0017367c STCM2_SetCollision
0x00173680 0x00173820 STCM2_SetParents
0x00173820 0x001738b8 STCM2_SetPosLookRot
0x001738c0 0x00173954 STCM2_MoveJump
0x00173960 0x001739d0 STCM2_SetPos2Speed
0x001739d0 0x00173aa0 STCM2_SetMoveLoopAB_Second
0x00173aa0 0x00173b64 STCM2_SetMoveInfinite
0x00173b70 0x00173cc8 STCM2_SetMoveGravityAngle
0x00173cd0 0x00173d7c STCM2_SetMoveGravityVector
0x00173d80 0x00173e68 STCM2_SetMoveCircle
0x00173e70 0x00173f38 STCM2_SetMoveLoopAB
0x00173f40 0x00173ffc STCM2_SetMoveLoopNow
0x00174000 0x001740bc STCM2_SerMoveLineSPD
0x001740c0 0x0017417c STCM2_SetSpLookRotThird
0x00174180 0x00174234 STCM2_SerMoveLine
0x00174240 0x001742cc STCM2_SetScale
0x001742d0 0x0017435c STCM2_SetRot
0x00174360 0x001743ec STCM2_SetXYZ
0x001743f0 0x001744a0 ANI_GetHandle
0x001744a0 0x00174730 MGP2_RunMorphSystem
0x00174730 0x001747b0 MGP2_SetMorph_Animation
0x001747b0 0x00174878 MGP2_MorphModelRun
0x00174880 0x001749a0 MGP2_MorphModelInit
0x001749d0 0x00174bc8 MGP2_MorphModelChange
0x00174bd0 0x00174d3c MGP2_SetPaketPoint
0x00174d40 0x00174ec4 MGP2GetPivotPosSeamless
0x00174ed0 0x00174fa4 MGP2GetPivotPos
0x00174fb0 0x00175064 MgsOpen
0x00175070 0x00175138 SetCameraQuake
0x00175140 0x001751b0 CameraClipPoint
0x001751b0 0x001753d0 CameraEaseScreen
0x001753d0 0x00175440 CameraSystem_AddFunc
0x00175440 0x001754d0 SetCameraBlur
0x001754d0 0x00175e14 CameraSystemRun
0x00175e20 0x001760a8 CameraSystemFormat
0x001760b0 0x0017640c MkGsDrawMode
0x00176410 0x001765ec MkGsCopyImage
0x001765f0 0x00176768 MkGsLoadGraphic_AR2_ManualAddress
0x00176770 0x001768c8 MkGsLoadGraphic_AR2
0x001768d0 0x001769c4 MkGsLoadGraphic
0x001769d0 0x00176b44 MkGsLoadGraphic_ManualAddress
0x00176b50 0x00176f30 MkGsLoadImage
0x00176f30 0x00177084 MkGsSet2D_End
0x00177090 0x00177124 MkGsSet2D_UVWH
0x00177130 0x00177164 MkGsSet2D_UV4
0x00177170 0x001771a4 MkGsSet2D_UV3
0x001771b0 0x001771e4 MkGsSet2D_UV2
0x001771f0 0x00177224 MkGsSet2D_UV1
0x00177230 0x001772ec MkGsSet2D_XYZZWH
0x001772f0 0x001773b4 MkGsSet2D_XYZWH
0x001773c0 0x0017740c MkGsSet2D_XYZ4
0x00177410 0x0017745c MkGsSet2D_XYZ3
0x00177460 0x001774ac MkGsSet2D_XYZ2
0x001774b0 0x001774fc MkGsSet2D_XYZ1
0x00177500 0x00177594 MkGsSet2D_RGBAll4
0x001775a0 0x001775d4 MkGsSet2D_RGB4
0x001775e0 0x00177614 MkGsSet2D_RGB3
0x00177620 0x00177654 MkGsSet2D_RGB2
0x00177660 0x00177694 MkGsSet2D_RGB1
0x001776a0 0x001776dc MkGsSet2D_ALPHA_Clat
0x001776e0 0x00177708 MkGsSet2D_ALPHA_AverageA
0x00177710 0x0017774c MkGsSet2D_ALPHA_Average
0x00177750 0x0017778c MkGsSet2D_ALPHA_Minus
0x00177790 0x001777cc MkGsSet2D_ALPHA_Plus
0x001777d0 0x0017780c MkGsSet2D_ALPHA_Nuke
0x00177810 0x0017784c MkGsSet2D_ALPHA_Non
0x00177850 0x001778a0 MkGsSet2D_NoTextuer
0x001778a0 0x00177920 MkGsSet2D_Manual
0x00177920 0x001779bc MkGsSet2D_VASS
0x001779c0 0x00177a50 MkDrawPolygon
0x00177a50 0x00177dbc MkDrawPolygonStart
0x00177dc0 0x00177e84 MkDrawPolygonFormat
0x00177e90 0x00178108 MakeDMAPacket_D3DVerPolygon
0x00178110 0x001782f0 MakeDMAPacket_MgpPolygon
0x001782f0 0x00178efc VU0Render_SetMGP2
0x00178f00 0x00179080 SetRenderState_DrawMode
0x00179080 0x00179260 SetLight
0x00179260 0x00179378 SetRenderState_Alpha
0x00179380 0x00179468 SetRenderState_Primitive
0x00179470 0x001795b0 SetTexture_AR2
0x001795b0 0x001797dc G3D_UpImage
0x001797e0 0x001798c8 G3D_TexFlush
0x001798d0 0x00179adc SetTexture_UpImage
0x00179ae0 0x00179b1c SetTexture
0x00179b20 0x00179c40 SetTextureManual
0x00179c40 0x00179e68 DrawPrimitive
0x00179e70 0x00179fa8 SetTransform
0x00179fb0 0x0017a068 G3D_SetDmaTag_END
0x0017a070 0x0017a2d8 G3D_SetDmaTag_REF
0x0017a2e0 0x0017a570 VU0Render_ChangeDB
0x0017a570 0x0017a608 VU0Render_Format
0x0017a610 0x0017a76c MakeTransformMatrix
0x0017a770 0x0017ab10 SpObjectDraw
0x0017ab10 0x0017aba0 SetAlphaEffect
0x0017aba0 0x0017ac3c MakeVramCopyImagePacket
0x0017ac40 0x0017acb4 SetAlphaModeRegister
0x0017acc0 0x0017adb0 SetAlphaMode_TEST_1
0x0017adb0 0x0017ae78 SetAlphaMode_ALPHA_1
0x0017ae80 0x0017af1c MakeTexReg
0x0017af20 0x0017af90 GetDoubleBufferPage
0x0017af90 0x0017b060 DotTo2n
0x0017b060 0x0017b284 MkStart3dKick
0x0017b290 0x0017b5ec MaterialEffectRun
0x0017b5f0 0x0017b628 MaterialEffectInit
0x0017b630 0x0017b878 SetViewScreenClipMatrix
0x0017b880 0x0017b970 sceVu0RotCameraMatrix
0x0017b970 0x0017ba14 GS_runtime_preset
0x0017ba20 0x0017bb04 GDisp_ChangeDB
0x0017bb10 0x0017bcc4 GDisp_Init
0x0017bcd0 0x0017c138 LightSys_Run
0x0017c140 0x0017c158 LightSys_LightColor
0x0017c160 0x0017c1b4 LightSys_DirectionalLight
0x0017c1c0 0x0017c204 LightSys_AmbientLight
0x0017c210 0x0017c21c LightSys_OffLight
0x0017c220 0x0017c28c LightSystem_Init
0x0017c290 0x0017c448 ScreenEffectRun
0x0017c450 0x0017c4b8 ScreenEffectInit
0x0017c4c0 0x0017c578 ScEf_SetFade
0x0017c580 0x0017cd1c BeginAfterimage
0x0017cd50 0x0017d058 SetSearchAfterimage
0x0017d060 0x0017d06c FormatAfterimage
0x0017d070 0x0017d128 VAAS_ConnectionMGS2
0x0017d130 0x0017d358 VAAS_ConnectionMGP2
0x0017d360 0x0017d430 VAAS_GetEndAdd
0x0017d430 0x0017d9d4 VAAS_PurifyVram
0x0017d9e0 0x0017df88 VAAS_EntryGroup_Art2
0x0017df90 0x0017e130 VAAS_NameIdTextureFormat
0x0017e130 0x0017e288 VAAS_GroupTextureFormat
0x0017e290 0x0017e3bc VAAS_GetId
0x0017e3c0 0x0017e66c Art2LoadImage
0x0017e670 0x0017e720 AD_MiniGameTutorialGpTranl
0x0017e720 0x0017e770 AD_MiniGameTutorialGpDel
0x0017e770 0x0017e7c8 AD_MiniGameTutorialGpUp
0x0017e7d0 0x0017e880 AD_MiniGameVoicePlay2
0x0017e880 0x0017e998 AD_MiniGameVoicePlay
0x0017e9a0 0x0017e9dc AD_MiniGameBonusCgGet
0x0017e9e0 0x0017ea54 AD_MiniGameBonusCgSet
0x0017ea60 0x0017ea70 AD_MiniGameSelCharaGet
0x0017ea70 0x0017ea80 AD_MiniGamePointGet
0x0017ea80 0x0017ea90 AD_MiniGamePointtSet
0x0017ea90 0x0017eaa0 AD_MiniGameResultGet
0x0017eaa0 0x0017eab0 AD_MiniGameResultSet
0x0017eab0 0x0017eac0 AD_MiniGameTypeGet
0x0017eac0 0x0017ead0 AD_MiniGameTypeSet
0x0017ead0 0x0017eca4 AD_MiniGameSelEffMake
0x0017ecb0 0x0017ed40 AD_MiniGameEndTran
0x0017ed40 0x0017ef88 AD_MiniGameStTran
0x0017ef90 0x0017f0f0 AD_MiniGameStProc
0x0017f0f0 0x0017f0fc AD_MiniGameEndEndEffectMake
0x0017f100 0x0017f10c AD_MiniGameEndStEffectMake
0x0017f110 0x0017f1dc AD_MiniGameStartStEffectMake
0x0017f1e0 0x0017f22c AD_MiniGameEnd
0x0017f230 0x0017f280 AD_MiniGameStart
0x0017f280 0x0017f2b0 AD_MinigameChallengeClearSave
0x0017f2b0 0x0017f2e8 AD_MinigameChallengeOpenCheck
0x0017f2f0 0x0017f31c AD_MinigameChallengeClearFlagSet
0x0017f320 0x0017f34c AD_MinigameChallengeOpenFlagSet
0x0017f350 0x0017f3f0 AD_MiniGamePlayRecord
0x0017f3f0 0x0017f410 AD_MiniGamePlayCheck
0x0017f410 0x0017f420 AD_MinigameModeGet
0x0017f420 0x0017f430 AD_MinigameModeSet
0x0017f430 0x0017f49c AD_MinigameLoadProc
0x0017f4a0 0x0017f4fc AD_MinigameSaveProc
0x0017f500 0x0017f660 AD_MinigameInit
0x0017f660 0x0017f6d8 Snd_EtNumSet
0x0017f6e0 0x0017f850 Snd_SoundProc
0x0017f850 0x0017f8b0 Snd_CommandLOOPMSIN
0x0017f8b0 0x0017f910 Snd_CommandMSIN
0x0017f910 0x0018024c SndSound
0x00180250 0x001804e4 Snd_Bind_Sound_Data
0x001804f0 0x001805bc Snd_SendToIOP2
0x001805c0 0x00180764 Snd_SendToSPU2
0x00180770 0x001808a4 RA_SndReadSq
0x001808b0 0x001809b4 RA_SndReadBd
0x001809c0 0x00180a54 RA_SndReadHd
0x00180a60 0x00180c24 Snd_EntrySound
0x00180c30 0x00180ce0 Snd_Sound_BackNum
0x00180ce0 0x00180d1c Snd_SetMsinVolume
0x00180d20 0x00180dc4 SndSetSpu2
0x00180dd0 0x00180e44 SndVolumeInit
0x00180e50 0x00181048 SndInit
0x00181050 0x001810b4 Snd_Strm_BgmAllSaveSizeGet
0x001810c0 0x001810f4 Snd_Strm_BgmSaveSizeGet
